ID_CLIENTE,EDAD,EXPERIENCIA_LABORAL,INGRESOS_ANUALES_USD,CODIGO_POSTAL,INTEGRANTES_FAMILIA,PROMEDIO_GASTO_TARJETA,NIVEL_EDUCATIVO,VALOR_HIPOTECA,ACEPTO_CREDITO?,TIENE_INVERSIONES?,USA_HOME_BANKING?
ID_CLIENTE_2468,40,16,83000,92350,1,"0,8",Secundario Completo,230,No,Si,Si
ID_CLIENTE_2469,49,23,133000,94304,1,"7,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2470,43,18,89000,92780,1,"0,1",Secundario Completo,307,No,No,No
ID_CLIENTE_2471,33,7,81000,92122,2,"4,5",Universitario Completo,187,No,No,Si
ID_CLIENTE_2472,36,11,44000,91040,2,"1,1",Secundario Completo,85,No,No,Si
ID_CLIENTE_2473,62,36,119000,94720,2,"2,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2474,57,32,39000,92182,4,"0,9",Secundario Incompleto,147,No,No,No
ID_CLIENTE_2475,64,38,40000,92122,2,"1,0",Universitario Completo,0,No,No,No
ID_CLIENTE_2476,52,26,79000,95817,3,"0,8",Secundario Incompleto,183,No,No,No
ID_CLIENTE_2477,54,28,30000,95616,4,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2478,40,14,179000,90025,1,"2,6",Universitario Completo,0,Si,No,Si
ID_CLIENTE_2479,30,5,178000,94063,2,"6,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2480,55,30,82000,94720,4,"3,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_2481,39,13,50000,91768,2,"2,4",Secundario Completo,0,No,No,No
ID_CLIENTE_2482,55,30,64000,94306,2,"1,9",Secundario Completo,0,No,No,No
ID_CLIENTE_2483,28,4,129000,92115,1,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2484,44,18,68000,93943,4,"2,9",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_2485,46,21,30000,92697,1,"1,4",Universitario Completo,112,No,Si,No
ID_CLIENTE_2486,61,36,48000,94025,3,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2487,61,36,130000,92717,1,"1,3",Secundario Incompleto,257,No,No,No
ID_CLIENTE_2488,45,20,40000,92886,1,"0,5",Universitario Completo,0,No,Si,Si
ID_CLIENTE_2489,38,14,105000,94708,2,"1,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2490,29,3,41000,92626,4,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2491,52,28,168000,90404,3,"6,5",Universitario Completo,118,Si,No,Si
ID_CLIENTE_2492,38,14,80000,92868,2,"2,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2493,28,3,134000,96091,2,"3,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2494,34,9,49000,94025,1,"2,5",Universitario Completo,0,No,No,No
ID_CLIENTE_2495,35,9,63000,92697,2,"1,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2496,46,22,70000,94701,4,"1,9",Secundario Incompleto,212,No,No,No
ID_CLIENTE_2497,63,37,32000,93117,3,"0,7",Secundario Completo,141,No,No,No
ID_CLIENTE_2498,33,9,14000,95133,3,"0,9",Universitario Completo,114,No,No,No
ID_CLIENTE_2499,38,14,111000,92028,2,"6,1",Secundario Incompleto,326,No,No,No
ID_CLIENTE_2500,53,27,38000,94105,4,"2,8",Secundario Completo,144,No,Si,Si
ID_CLIENTE_2501,28,2,121000,92096,2,"2,0",Secundario Incompleto,341,No,No,Si
ID_CLIENTE_2502,44,18,90000,95616,4,"2,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_2503,58,31,178000,92009,2,"6,0",Secundario Completo,0,Si,No,Si
ID_CLIENTE_2504,38,14,20000,94024,4,"0,4",Secundario Completo,79,No,No,Si
ID_CLIENTE_2505,48,24,61000,91380,2,"1,7",Secundario Incompleto,229,No,No,No
ID_CLIENTE_2506,33,7,43000,96064,4,"0,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2507,66,42,39000,94590,1,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_2508,59,34,60000,90048,4,"2,1",Secundario Incompleto,234,No,No,Si
ID_CLIENTE_2509,40,15,63000,93407,3,"3,0",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_2510,36,11,8000,93401,4,"0,2",Universitario Completo,81,No,No,No
ID_CLIENTE_2511,62,38,52000,95616,4,"1,3",Secundario Completo,0,No,No,Si
ID_CLIENTE_2512,51,27,92000,92121,4,"3,0",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_2513,58,32,111000,90212,2,"1,4",Secundario Incompleto,298,No,No,Si
ID_CLIENTE_2514,52,26,71000,92037,1,"1,4",Universitario Completo,0,No,No,No
ID_CLIENTE_2515,41,16,25000,92182,2,"0,1",Secundario Completo,91,No,Si,No
ID_CLIENTE_2516,31,5,34000,94558,1,"1,9",Universitario Completo,156,No,No,Si
ID_CLIENTE_2517,28,3,74000,94720,3,"2,6",Universitario Completo,0,No,No,No
ID_CLIENTE_2518,57,31,120000,95616,2,"2,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2519,61,37,50000,95125,4,"1,3",Secundario Completo,0,No,No,No
ID_CLIENTE_2520,60,36,10000,92121,2,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2521,56,29,45000,90095,4,"2,5",Secundario Completo,113,No,No,Si
ID_CLIENTE_2522,49,23,29000,94551,4,"1,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2523,63,37,145000,94025,2,"6,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2524,49,23,100000,95403,2,"6,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2525,49,25,24000,95678,3,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2526,32,8,60000,95816,1,"1,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2527,26,1,50000,95616,4,"0,6",Secundario Completo,0,No,No,No
ID_CLIENTE_2528,27,1,43000,95120,3,"1,1",Secundario Completo,0,No,No,No
ID_CLIENTE_2529,57,31,79000,91335,3,"4,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2530,29,5,44000,95819,3,"0,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_2531,56,30,31000,90024,4,"1,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_2532,59,35,14000,94305,2,"1,0",Secundario Incompleto,107,No,No,Si
ID_CLIENTE_2533,53,28,19000,94608,4,"0,8",Secundario Incompleto,106,No,No,No
ID_CLIENTE_2534,54,29,111000,93023,1,"1,1",Secundario Completo,0,Si,No,Si
ID_CLIENTE_2535,56,30,90000,94402,1,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_2536,50,25,21000,90274,2,"0,7",Universitario Completo,129,No,No,No
ID_CLIENTE_2537,51,25,104000,94949,1,"4,2",Secundario Completo,0,Si,No,Si
ID_CLIENTE_2538,53,27,75000,94303,1,"1,9",Secundario Completo,0,No,No,Si
ID_CLIENTE_2539,37,12,175000,92037,2,"7,8",Secundario Incompleto,297,No,No,Si
ID_CLIENTE_2540,32,7,98000,95929,1,"4,2",Secundario Incompleto,171,Si,Si,No
ID_CLIENTE_2541,49,23,41000,95521,4,"0,1",Secundario Incompleto,153,No,No,Si
ID_CLIENTE_2542,34,8,171000,90212,2,"2,2",Secundario Completo,569,Si,No,Si
ID_CLIENTE_2543,54,30,79000,92630,4,"1,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2544,64,39,24000,94117,4,"0,6",Secundario Completo,0,No,No,No
ID_CLIENTE_2545,58,34,90000,95039,1,"3,6",Secundario Completo,0,Si,No,No
ID_CLIENTE_2546,25,-1,39000,94720,3,"2,4",Secundario Completo,0,No,No,Si
ID_CLIENTE_2547,50,25,9000,91911,2,"0,0",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_2548,38,13,15000,90245,2,"0,1",Secundario Completo,90,No,No,Si
ID_CLIENTE_2549,48,24,80000,91343,1,"2,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2550,41,15,63000,95060,1,"0,7",Universitario Completo,79,No,No,No
ID_CLIENTE_2551,32,8,20000,93106,1,"0,5",Universitario Completo,102,No,No,Si
ID_CLIENTE_2552,46,22,43000,92120,2,"2,1",Universitario Completo,0,No,Si,Si
ID_CLIENTE_2553,39,15,65000,95822,1,"1,5",Universitario Completo,0,No,No,No
ID_CLIENTE_2554,39,15,91000,93907,2,"1,7",Secundario Completo,151,No,No,No
ID_CLIENTE_2555,63,39,53000,93940,1,"0,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2556,58,32,110000,94143,3,"1,7",Secundario Completo,0,No,No,No
ID_CLIENTE_2557,28,4,82000,92831,3,"1,5",Secundario Incompleto,103,No,No,Si
ID_CLIENTE_2558,36,11,23000,94553,4,"0,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_2559,43,19,172000,95136,2,"6,67",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2560,36,12,88000,90212,2,"2,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2561,44,18,71000,93943,2,"0,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_2562,31,5,180000,94720,1,"2,9",Universitario Completo,144,Si,Si,No
ID_CLIENTE_2563,45,21,39000,92521,2,"2,1",Universitario Completo,184,No,No,No
ID_CLIENTE_2564,39,13,94000,90401,1,"1,5",Universitario Completo,0,No,No,No
ID_CLIENTE_2565,43,16,25000,94126,3,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_2566,40,15,10000,94708,2,"0,0",Universitario Completo,102,No,No,Si
ID_CLIENTE_2567,30,5,42000,94305,1,"1,0",Secundario Incompleto,184,No,No,No
ID_CLIENTE_2568,58,33,142000,92333,2,"3,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2569,46,21,34000,92373,2,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2570,35,10,139000,90024,1,"4,6",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2571,30,4,154000,95621,2,"4,5",Secundario Incompleto,207,No,No,Si
ID_CLIENTE_2572,34,8,40000,91768,2,"2,0",Universitario Completo,89,No,No,No
ID_CLIENTE_2573,62,32,33000,93907,1,"1,5",Universitario Completo,140,No,No,Si
ID_CLIENTE_2574,58,34,80000,90095,2,"1,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2575,45,18,10000,92037,3,"0,67",Secundario Completo,100,No,No,Si
ID_CLIENTE_2576,42,16,41000,90401,3,"0,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_2577,60,36,30000,93711,4,"1,3",Secundario Incompleto,118,No,No,Si
ID_CLIENTE_2578,55,29,78000,95521,1,"0,8",Universitario Completo,190,No,No,Si
ID_CLIENTE_2579,45,21,164000,90638,1,"5,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2580,52,27,23000,92780,1,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_2581,31,7,149000,92624,1,"6,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2582,60,34,25000,94132,4,"0,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_2583,33,9,42000,95010,1,"2,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_2584,37,11,71000,91302,1,"2,5",Secundario Incompleto,185,No,No,Si
ID_CLIENTE_2585,59,34,114000,94606,3,"4,2",Secundario Completo,0,Si,No,Si
ID_CLIENTE_2586,51,26,70000,91320,1,"2,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_2587,47,23,149000,92675,4,"6,1",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_2588,60,33,55000,94998,4,"2,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_2589,61,36,29000,93065,1,"1,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2590,64,40,123000,90840,1,"3,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2591,46,20,152000,95814,1,"7,4",Universitario Completo,374,Si,No,Si
ID_CLIENTE_2592,31,7,8000,95131,4,"0,7",Secundario Completo,0,No,No,No
ID_CLIENTE_2593,57,32,69000,94710,4,"0,7",Secundario Incompleto,245,No,No,No
ID_CLIENTE_2594,48,23,161000,96003,4,"7,9",Universitario Completo,310,Si,No,No
ID_CLIENTE_2595,48,23,79000,94024,1,"0,2",Secundario Completo,0,No,No,No
ID_CLIENTE_2596,35,10,105000,92780,1,"4,6",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2597,33,8,39000,95032,3,"2,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2598,47,23,163000,92653,1,"5,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2599,46,20,9000,94005,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2600,44,20,71000,91006,4,"2,0",Universitario Completo,0,No,No,No
ID_CLIENTE_2601,42,18,51000,92868,3,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_2602,50,24,32000,90277,1,"1,4",Universitario Completo,167,No,No,No
ID_CLIENTE_2603,52,26,161000,93108,4,"4,3",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_2604,53,27,60000,90049,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2605,37,10,35000,92521,4,"1,0",Secundario Completo,0,No,No,No
ID_CLIENTE_2606,64,40,41000,94305,4,"1,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_2607,46,22,73000,92648,2,"1,7",Secundario Incompleto,216,No,No,Si
ID_CLIENTE_2608,57,33,49000,94305,4,"1,5",Secundario Incompleto,214,No,Si,Si
ID_CLIENTE_2609,61,35,79000,94024,2,"2,0",Secundario Incompleto,194,No,No,Si
ID_CLIENTE_2610,42,18,120000,93407,2,"7,5",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_2611,40,16,60000,94501,2,"3,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2612,33,8,78000,95051,3,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2613,50,26,40000,95138,4,"1,1",Secundario Completo,131,No,No,No
ID_CLIENTE_2614,52,26,110000,94501,2,"5,4",Universitario Completo,204,Si,Si,Si
ID_CLIENTE_2615,35,11,160000,92093,4,"5,7",Universitario Completo,0,Si,Si,No
ID_CLIENTE_2616,57,32,68000,94542,4,"0,7",Secundario Incompleto,191,No,No,Si
ID_CLIENTE_2617,56,31,49000,92182,2,"1,6",Universitario Completo,103,No,No,Si
ID_CLIENTE_2618,44,20,65000,92037,2,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2619,23,-3,55000,92704,3,"2,4",Secundario Completo,145,No,No,Si
ID_CLIENTE_2620,33,8,62000,92093,3,"2,3",Secundario Incompleto,98,No,No,No
ID_CLIENTE_2621,48,22,152000,95616,1,"0,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2622,45,18,42000,95126,3,"2,5",Secundario Completo,0,No,No,No
ID_CLIENTE_2623,54,28,39000,90245,4,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2624,42,17,111000,94304,3,"3,0",Secundario Incompleto,0,Si,Si,No
ID_CLIENTE_2625,47,21,82000,94109,3,"2,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2626,61,36,108000,93943,4,"3,4",Secundario Completo,0,No,No,Si
ID_CLIENTE_2627,53,27,59000,92038,2,"0,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_2628,56,30,61000,93106,3,"2,5",Secundario Incompleto,193,No,No,Si
ID_CLIENTE_2629,33,6,78000,95819,4,"2,0",Secundario Completo,0,No,Si,Si
ID_CLIENTE_2630,44,18,18000,93943,2,"0,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_2631,63,37,113000,94611,4,"1,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_2632,47,20,62000,92521,1,"2,67",Secundario Completo,0,No,No,Si
ID_CLIENTE_2633,50,24,81000,94720,1,"4,9",Secundario Incompleto,248,No,No,Si
ID_CLIENTE_2634,49,25,13000,95054,3,"0,4",Secundario Incompleto,106,No,No,Si
ID_CLIENTE_2635,34,9,75000,94303,1,"2,8",Secundario Incompleto,194,No,No,No
ID_CLIENTE_2636,40,14,33000,95616,2,"0,8",Universitario Completo,89,No,No,Si
ID_CLIENTE_2637,38,13,179000,93943,1,"4,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2638,51,26,69000,94005,3,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_2639,28,4,45000,94025,1,"1,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_2640,52,26,59000,95762,3,"3,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_2641,39,13,81000,94309,2,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2642,29,5,133000,90095,1,"5,4",Secundario Incompleto,212,No,No,Si
ID_CLIENTE_2643,54,29,81000,92096,2,"0,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_2644,63,38,14000,92630,4,"0,4",Secundario Completo,86,No,No,Si
ID_CLIENTE_2645,40,14,28000,94061,2,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_2646,36,12,93000,95125,2,"2,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2647,45,20,191000,92007,3,"2,6",Universitario Completo,123,Si,No,No
ID_CLIENTE_2648,61,37,155000,91605,1,"2,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2649,26,0,155000,93105,2,"7,2",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2650,33,8,68000,92407,4,"1,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2651,64,40,52000,95060,2,"1,1",Secundario Incompleto,226,No,No,No
ID_CLIENTE_2652,43,17,51000,94025,1,"0,7",Universitario Completo,0,No,No,No
ID_CLIENTE_2653,24,0,44000,90089,4,"1,6",Secundario Incompleto,180,No,No,Si
ID_CLIENTE_2654,30,5,121000,94555,2,"3,1",Secundario Incompleto,408,No,No,Si
ID_CLIENTE_2655,60,36,49000,94965,4,"2,2",Secundario Incompleto,204,No,Si,Si
ID_CLIENTE_2656,50,26,42000,91784,2,"1,0",Universitario Completo,78,No,Si,Si
ID_CLIENTE_2657,40,15,144000,91040,1,"4,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2658,31,6,72000,94583,1,"2,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2659,30,4,44000,94304,1,"1,5",Secundario Incompleto,109,No,No,No
ID_CLIENTE_2660,60,35,43000,91763,3,"0,9",Universitario Completo,175,No,No,No
ID_CLIENTE_2661,39,14,74000,93063,1,"0,1",Secundario Completo,144,No,Si,Si
ID_CLIENTE_2662,66,41,145000,90009,1,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2663,65,41,158000,92346,2,"2,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2664,54,28,78000,91311,4,"4,9",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2665,54,29,154000,95014,1,"2,4",Secundario Completo,352,Si,No,Si
ID_CLIENTE_2666,35,9,105000,90064,2,"4,5",Universitario Completo,0,No,No,No
ID_CLIENTE_2667,32,7,100000,92126,3,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2668,63,39,58000,94112,1,"0,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_2669,60,35,113000,94507,1,"0,9",Secundario Incompleto,406,No,No,Si
ID_CLIENTE_2670,43,18,10000,91902,2,"0,1",Secundario Completo,0,No,Si,No
ID_CLIENTE_2671,59,33,142000,94080,2,"2,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2672,62,37,128000,92093,1,"2,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2673,30,5,131000,92068,3,"0,5",Universitario Completo,0,Si,No,No
ID_CLIENTE_2674,54,30,88000,92647,4,"1,0",Secundario Completo,122,No,No,Si
ID_CLIENTE_2675,30,6,101000,90245,2,"0,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2676,31,1,70000,92115,2,"1,75",Universitario Completo,0,No,No,Si
ID_CLIENTE_2677,44,20,122000,91765,1,"0,3",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_2678,32,8,70000,91423,3,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2679,63,38,148000,93023,2,"4,3",Universitario Completo,0,Si,No,Si
ID_CLIENTE_2680,57,32,43000,92704,2,"2,1",Universitario Completo,166,No,No,Si
ID_CLIENTE_2681,60,30,31000,95060,1,"1,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_2682,37,11,35000,94609,2,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_2683,53,27,81000,90032,4,"2,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_2684,51,25,19000,95812,1,"1,4",Universitario Completo,98,No,No,No
ID_CLIENTE_2685,30,5,98000,92028,4,"1,8",Universitario Completo,129,No,Si,Si
ID_CLIENTE_2686,28,2,101000,90280,4,"2,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_2687,50,24,81000,95053,2,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_2688,52,27,135000,93561,1,"0,6",Secundario Incompleto,452,No,No,Si
ID_CLIENTE_2689,56,30,34000,94542,2,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2690,40,16,104000,91730,1,"3,4",Secundario Incompleto,249,No,No,No
ID_CLIENTE_2691,64,38,29000,90245,3,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2692,61,36,119000,95064,2,"5,4",Secundario Completo,0,Si,No,Si
ID_CLIENTE_2693,46,20,82000,90230,2,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2694,55,29,62000,90089,1,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2695,45,19,85000,94720,3,"2,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2696,40,15,8000,94960,2,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_2697,63,37,78000,91711,4,"1,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_2698,57,32,44000,93407,3,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_2699,38,14,122000,95819,2,"8,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2700,37,11,22000,90035,3,"0,1",Secundario Completo,114,No,No,No
ID_CLIENTE_2701,31,5,39000,94590,4,"2,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_2702,50,26,55000,94305,1,"1,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2703,42,18,144000,94063,2,"6,1",Secundario Incompleto,158,No,No,No
ID_CLIENTE_2704,51,27,71000,92521,1,"2,6",Secundario Completo,0,No,No,No
ID_CLIENTE_2705,38,13,191000,91710,2,"3,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2706,53,26,22000,92831,1,"0,5",Secundario Completo,100,No,No,Si
ID_CLIENTE_2707,43,17,158000,90740,1,"2,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2708,35,9,131000,90089,3,"0,3",Universitario Completo,0,Si,No,Si
ID_CLIENTE_2709,49,24,75000,95670,1,"2,8",Secundario Completo,160,No,No,No
ID_CLIENTE_2710,28,4,69000,94305,3,"0,7",Secundario Completo,170,No,No,No
ID_CLIENTE_2711,51,27,39000,94304,2,"0,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2712,39,14,34000,94939,4,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2713,31,7,32000,91320,1,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2714,44,18,129000,92028,1,"5,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2715,46,20,158000,92870,3,"5,4",Secundario Incompleto,432,Si,No,No
ID_CLIENTE_2716,42,18,54000,90089,1,"1,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2717,41,17,34000,92182,1,"2,0",Secundario Completo,0,No,No,No
ID_CLIENTE_2718,23,-2,45000,95422,4,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_2719,59,33,68000,95064,2,"2,3",Universitario Completo,0,No,Si,No
ID_CLIENTE_2720,47,21,53000,95929,1,"1,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_2721,48,23,32000,93302,1,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2722,58,33,173000,92121,2,"7,2",Universitario Completo,0,Si,No,Si
ID_CLIENTE_2723,58,34,31000,92126,4,"0,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2724,54,29,72000,94558,2,"3,7",Secundario Incompleto,144,No,No,Si
ID_CLIENTE_2725,49,24,30000,90212,4,"0,4",Secundario Completo,157,No,No,Si
ID_CLIENTE_2726,63,38,138000,92675,1,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2727,62,37,18000,92028,1,"1,5",Secundario Completo,127,No,No,No
ID_CLIENTE_2728,45,19,69000,90840,1,"2,8",Secundario Incompleto,220,No,No,Si
ID_CLIENTE_2729,39,13,58000,94555,3,"2,1",Secundario Incompleto,247,No,No,Si
ID_CLIENTE_2730,58,34,63000,90007,4,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2731,56,30,43000,90401,2,"0,3",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_2732,29,5,28000,96651,1,"0,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_2733,33,9,38000,93106,1,"2,1",Universitario Completo,133,No,No,No
ID_CLIENTE_2734,55,29,72000,93107,3,"0,3",Secundario Completo,147,No,No,No
ID_CLIENTE_2735,56,31,64000,94126,4,"0,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2736,36,12,70000,92131,3,"2,6",Secundario Completo,165,No,No,Si
ID_CLIENTE_2737,53,29,12000,95621,1,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2738,57,31,159000,94577,2,"0,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2739,35,9,103000,95120,2,"4,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_2740,43,18,42000,91330,1,"0,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_2741,54,29,48000,92182,2,"2,1",Universitario Completo,142,No,No,Si
ID_CLIENTE_2742,29,3,49000,90266,1,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_2743,39,14,89000,95762,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_2744,32,8,22000,94583,4,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_2745,51,27,10000,92121,2,"0,2",Secundario Incompleto,86,No,No,No
ID_CLIENTE_2746,50,25,38000,95616,1,"1,3",Secundario Completo,120,No,No,No
ID_CLIENTE_2747,54,29,49000,92703,2,"2,1",Universitario Completo,95,No,No,Si
ID_CLIENTE_2748,38,12,30000,91765,2,"1,4",Universitario Completo,0,No,No,No
ID_CLIENTE_2749,32,7,82000,94305,1,"2,6",Secundario Completo,240,No,No,Si
ID_CLIENTE_2750,62,37,82000,94086,1,"0,8",Universitario Completo,312,No,No,Si
ID_CLIENTE_2751,57,33,24000,94501,1,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_2752,47,23,32000,92251,4,"0,6",Secundario Incompleto,156,No,No,Si
ID_CLIENTE_2753,51,25,34000,95819,3,"0,9",Universitario Completo,111,No,No,Si
ID_CLIENTE_2754,54,27,195000,93117,2,"4,75",Secundario Completo,477,Si,No,No
ID_CLIENTE_2755,26,1,61000,93943,4,"2,2",Secundario Incompleto,119,No,No,No
ID_CLIENTE_2756,37,11,22000,93711,3,"0,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_2757,27,0,40000,91301,4,"1,0",Universitario Completo,0,No,No,Si
